X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,t,TE,y,e,wt,v
d,e,e,b,a,0.84,-0.11,0.11,1.58,-1.3,-0.01,1.21,1.14,1.23,-0.09,0.28,-0.15,-0.26,0.51,-1.97,1,11.71,21.85,0.94,1.06,23.16
e,a,b,d,d,-0.99,-2.5,-0.21,0.45,-0.2,0.16,-2.32,-1.09,-0.7,-0.85,0.32,1.11,1.24,-0.03,1.49,0,8.19,5.03,0.51,2.04,10.26
e,a,c,c,d,0.41,-0.83,-1.66,0.05,-0.76,-0.05,0.9,-1.36,0.13,0.11,-1.27,0.68,-0.41,-0.39,-0.45,0,4.18,3.9600000000000004,0.41,1.69,6.69
c,c,a,d,d,1.14,2.51,-0.84,-1.01,0.9,-0.04,-1.09,1.35,0.27,0.01,2.88,0.48,-1.05,-0.14,0.26,1,12.59,24.23,0.91,1.1,26.65
c,a,d,e,c,-0.99,-0.24,0.37,0.9,0.66,-0.52,2.3,-1.17,-0.85,-0.52,1.96,0.17,0.63,-0.08,-1.27,1,9.78,15.690000000000001,0.44,2.27,35.62
a,d,d,a,e,-0.82,-0.18,0.73,-0.37,0.35,-0.23,-0.38,1.22,0.09,-2.63,0.78,0.29,1.07,1.52,1.03,1,9.54,19.17,0.87,1.15,22.05
c,d,c,e,e,0.83,-1.58,1.67,-0.06,-2.23,-0.42,0.49,-1.8,1.14,1.15,-1.71,-0.6,-1.17,-0.51,-0.43,1,7.63,11.39,0.36,2.78,31.66
b,c,c,d,a,-1.31,1.35,-1.09,1.48,-0.06,-0.24,-0.94,-0.13,-1.77,0.34,-0.61,-0.34,0.61,-0.09,1.12,1,10.75,18.11,0.4,2.5,45.28
d,b,c,a,b,0.2,1.43,-0.83,-0.76,0.63,-1.48,0.2,1.05,1.2,-0.39,-1.08,0.83,1.88,2.16,0.16,0,17.59,12.27,0.77,4.35,53.37
c,c,a,a,a,0.71,1.11,0.01,-0.16,0.19,-0.16,-0.37,0.71,-1.27,0.65,-0.37,2.2,0.18,-0.66,0.85,1,13.38,24.630000000000003,0.93,1.08,26.6
c,d,d,e,c,-0.18,-0.54,-0.64,0.45,0.17,0.29,1.3,-0.69,0.03,-0.1,2.03,-0.32,2.21,0.32,-1.84,1,11.08,17.69,0.84,1.19,21.05
a,c,d,d,b,0.26,1.4,0.02,-1.0,0.49,-0.98,2.62,-0.78,0.44,0.38,0.69,-1.16,-0.71,-0.99,-0.51,1,9.33,14.7,0.38,2.63,38.66
d,e,b,a,e,-1.27,-0.77,0.3,0.55,0.32,-1.7,-0.4,-1.4,-0.74,-0.67,-0.62,1.48,-0.27,-0.52,1.19,1,9.14,14.82,0.56,1.79,26.53
e,c,d,b,d,1.93,-1.22,-0.14,0.95,-0.51,-0.92,-0.24,0.39,2.39,0.64,2.19,0.59,-0.27,-0.53,0.2,1,15.94,25.93,0.89,1.12,29.04
b,a,a,c,e,0.86,0.46,2.28,0.1,0.34,0.23,0.37,-0.51,0.93,-0.29,1.34,0.52,-0.75,0.23,-0.16,1,8.5,17.72,0.84,1.19,21.09
c,c,d,c,d,-1.27,1.16,0.64,1.0,1.61,0.68,-0.81,-0.77,-1.76,-1.7,0.91,0.91,0.12,2.04,-0.66,1,14.0,21.5,0.55,1.82,39.13
c,b,d,d,a,0.84,-1.9,-1.1,1.45,0.34,1.1,-1.06,2.59,-1.01,-2.66,-2.14,-0.12,0.85,0.43,0.81,1,10.95,19.16,0.75,1.33,25.48
e,e,a,e,c,-0.29,0.33,0.66,-0.08,0.38,1.32,0.7,-0.64,-0.0,2.78,0.35,0.56,-1.47,-1.19,-0.93,0,16.61,6.92,0.68,3.13,21.66
b,d,a,d,d,0.25,-0.99,-0.7,0.79,-0.23,-0.74,0.16,0.38,1.1,1.38,-0.59,-1.8,-1.16,1.38,0.54,1,10.54,16.19,0.64,1.56,25.26
b,d,c,d,c,1.09,-1.61,-0.8,0.59,-0.11,0.63,-0.7,-1.08,-0.55,-0.23,0.81,-0.74,1.7,-1.05,1.45,0,10.53,6.36,0.64,2.78,17.68
c,c,a,b,c,-1.36,0.34,1.3,-2.0,-0.35,0.62,0.31,-0.93,0.01,-0.07,1.53,0.12,-0.3,0.62,-0.83,1,9.56,15.760000000000002,0.77,1.3,20.49
c,b,a,d,a,0.18,-0.19,0.95,-0.3,-0.66,0.91,0.01,0.58,-1.61,0.66,-2.0,-0.24,-0.07,0.59,-0.97,1,7.49,12.5,0.67,1.49,18.62
d,c,a,e,a,0.47,-0.73,-0.37,1.67,-0.83,-1.29,-0.75,1.01,0.05,-0.15,0.5,-0.27,0.93,0.71,-0.29,1,11.89,21.02,0.63,1.59,33.42
d,e,d,c,c,2.33,-0.52,0.34,-1.17,-0.06,0.39,-0.02,0.44,0.42,0.36,-0.54,-0.18,1.53,0.28,-1.08,1,11.17,20.02,0.75,1.33,26.63
e,a,a,b,e,-1.58,1.12,0.0,-1.3,0.06,0.73,-0.38,0.8,-1.9,-0.44,0.01,-0.81,0.62,-0.11,-0.12,0,9.25,5.8100000000000005,0.47,1.89,10.98
c,b,b,b,c,-0.63,0.09,-0.83,-0.4,0.72,0.01,-0.56,0.99,0.04,-1.36,-0.25,-1.78,0.26,-0.07,-0.66,1,8.09,13.68,0.3,3.33,45.55
b,a,a,d,d,-1.37,0.73,1.58,-0.69,0.36,-0.03,1.28,-0.71,1.52,0.87,0.44,0.76,1.94,-0.15,0.72,1,17.0,26.5,0.73,1.37,36.3
c,c,b,b,a,-1.41,0.76,0.46,-0.58,0.03,0.68,0.29,0.03,2.04,0.91,0.01,0.02,-0.02,-0.33,-0.65,0,12.65,7.890000000000001,0.7,3.33,26.27
e,e,a,c,c,1.05,-0.09,-1.06,-0.27,-0.34,-0.56,1.17,1.57,-0.22,0.9,0.02,-0.8,1.62,1.96,-0.65,1,12.38,20.8,0.66,1.52,31.62
a,b,d,b,c,0.24,-0.78,0.78,-0.23,0.72,1.4,-1.3,1.69,0.65,0.36,-1.24,0.09,1.09,0.63,0.44,1,16.28,24.810000000000002,0.83,1.2,29.77
e,c,a,d,e,-0.57,-0.83,-0.72,0.01,-0.35,0.79,0.37,-0.71,0.24,0.42,1.06,2.28,-0.51,1.35,-0.33,1,10.61,18.46,0.57,1.75,32.3
e,e,a,b,c,0.71,-0.6,-0.14,-0.71,2.09,0.51,-0.72,-0.25,0.44,-0.86,1.24,-0.57,1.24,0.48,-1.46,1,17.18,24.76,0.79,1.27,31.45
c,d,b,a,c,0.72,0.02,-0.37,1.24,-1.28,-0.71,0.84,-0.35,-1.23,-0.08,-0.18,-1.54,1.55,0.37,0.74,1,9.29,15.030000000000001,0.8,1.25,18.79
c,e,e,e,d,-0.43,-0.36,-1.23,-0.87,-0.27,-1.35,-0.03,0.08,1.53,-1.46,1.24,0.34,-0.81,1.0,0.18,0,9.63,8.27,0.45,1.82,15.05
c,d,a,e,c,0.08,1.98,-0.19,0.06,-0.41,-0.18,0.79,0.74,0.07,-0.82,-0.11,-2.36,-1.04,-0.52,-0.04,0,8.16,5.960000000000001,0.53,2.13,12.69
c,d,b,c,d,0.6,0.94,-0.22,-0.33,0.88,-1.15,-1.2,-0.95,-0.7,-1.77,-1.02,-0.41,0.05,1.27,0.68,1,7.22,13.39,0.53,1.89,25.31
d,e,e,a,e,-0.92,1.7,-0.68,0.07,-0.19,0.7,0.13,-1.02,-0.67,-0.31,1.3,-0.61,-0.24,0.53,1.18,1,9.08,15.850000000000001,0.58,1.72,27.26
a,c,c,b,b,-0.96,-0.6,-0.92,2.06,1.52,-1.42,-1.19,0.1,-1.47,1.43,1.85,0.97,2.03,1.56,1.87,1,24.8,36.71,0.87,1.15,42.22
e,d,c,d,b,-0.12,-0.16,-0.8,0.83,0.45,-0.41,1.07,0.79,-1.13,2.09,0.95,0.1,0.99,-0.1,2.47,1,15.07,24.05,0.78,1.28,30.78
b,d,a,c,b,-0.83,-0.19,0.17,1.6,-0.78,1.58,-0.78,1.45,-0.03,0.33,-0.05,-0.61,0.26,-1.35,-1.46,0,12.33,5.890000000000001,0.55,2.22,13.08
e,e,c,e,b,-1.59,-0.72,0.21,-0.98,1.3,-1.15,-1.0,0.47,-0.19,0.63,-0.16,0.58,1.63,0.75,-0.25,0,12.89,8.120000000000001,0.57,2.33,18.92
c,a,d,d,e,-1.45,-1.73,-0.21,0.64,-0.83,-0.86,-0.36,0.58,1.57,0.33,-1.49,-1.01,-0.37,0.19,-0.54,1,6.58,10.71,0.24,4.17,44.66
b,b,c,a,c,2.12,0.26,-0.79,-0.69,0.61,1.37,-1.63,0.39,0.56,-0.68,-0.12,-0.57,0.56,-1.54,-0.28,1,12.51,21.400000000000002,0.77,1.3,27.82
e,e,a,e,e,0.04,0.19,-0.64,-0.61,-1.25,1.94,-0.53,-0.73,2.21,-1.8,0.74,0.57,0.09,2.82,0.71,1,15.5,23.01,0.89,1.12,25.77
e,d,b,c,a,-2.16,-0.08,0.81,-0.08,1.36,-0.94,1.05,1.35,0.12,0.44,0.23,0.07,1.66,0.4,0.23,1,11.88,20.240000000000002,0.7,1.43,28.94
d,b,d,d,d,2.88,-0.44,-0.23,0.57,0.89,-0.49,0.73,1.1,-0.41,-2.04,1.55,-2.75,1.26,-0.67,0.61,0,11.79,9.21,0.58,2.38,21.92
c,b,c,b,b,0.56,1.19,1.0,-0.33,1.39,0.04,-1.26,-0.42,-1.19,0.67,-1.38,0.39,1.17,0.14,0.29,1,14.47,24.240000000000002,0.86,1.16,28.12
e,a,e,e,b,-0.09,0.11,0.59,1.01,0.74,-1.73,-0.31,0.59,0.64,0.43,0.8,-1.01,0.16,0.16,-0.13,0,10.46,8.48,0.55,2.22,18.83
d,d,e,c,d,-0.17,0.43,-0.63,0.69,-1.55,-0.65,-2.71,-0.17,-0.09,-0.05,0.91,-1.41,0.43,-1.3,-0.06,0,5.28,6.32,0.28,1.39,8.78
c,a,a,d,b,-1.06,-0.06,-0.09,-0.31,-1.12,2.6,-0.01,-2.31,-0.08,-0.68,-0.52,-0.5,-0.6,-0.5,0.49,1,7.93,10.84,0.52,1.92,20.81
a,c,c,a,b,0.02,-1.23,-0.9,-1.35,-0.6,-0.9,0.33,0.3,0.2,1.04,0.59,0.06,-0.03,0.49,-0.41,1,9.35,14.41,0.72,1.39,20.03
c,b,b,d,e,-0.19,-0.05,0.54,-0.44,-0.71,-1.1,0.91,1.74,-1.0,1.11,0.07,1.58,-0.14,-0.78,-0.72,1,8.34,17.46,0.62,1.61,28.11
b,a,c,e,b,-0.4,0.4,1.65,0.15,-1.31,-0.81,-2.2,1.86,0.02,0.43,1.24,0.64,-0.82,-0.95,0.16,0,7.94,10.08,0.68,3.13,31.55
b,a,a,c,b,1.83,-2.82,-1.32,0.89,0.69,0.46,-1.37,1.17,0.22,-0.64,0.94,-0.3,-1.25,-0.23,0.47,1,11.26,18.28,0.41,2.44,44.6
b,b,e,c,a,1.34,0.11,-0.1,-0.79,0.41,-0.76,2.17,-0.32,-0.7,0.89,-0.74,0.34,-0.42,-0.45,-0.7,0,7.52,7.800000000000001,0.81,5.26,41.03
b,b,d,c,d,1.41,0.86,-0.71,-0.03,-1.07,1.78,0.98,-0.01,0.87,-0.05,-1.75,1.43,-2.0,0.47,-1.13,1,13.55,20.52,0.69,1.45,29.75
d,e,c,a,e,-0.44,0.16,-0.77,0.54,-0.81,-0.79,-1.73,-0.64,-0.81,-0.49,0.74,-1.19,0.92,-0.95,0.01,1,7.78,12.46,0.37,2.7,33.64
a,b,e,e,c,0.34,-1.63,1.47,1.16,-0.41,-0.93,1.07,-0.22,-0.83,-1.56,1.6,-0.8,0.52,0.34,-0.52,1,9.3,15.05,0.77,1.3,19.57
a,d,c,b,e,-0.18,0.82,-0.54,1.68,-0.04,-0.16,-1.37,0.24,0.16,-0.41,-0.58,-1.67,0.74,0.97,-0.7,1,9.88,17.18,0.6,1.67,28.69
e,a,c,a,c,-0.34,0.63,0.39,1.51,0.65,-0.05,-0.87,-1.11,-0.17,0.04,-0.07,-1.76,-0.6,0.7,0.27,0,9.86,5.53,0.44,1.79,9.9
e,c,c,b,b,0.26,-0.02,-0.11,-1.51,0.69,0.07,-1.1,-1.14,1.53,0.47,-0.99,-0.89,-0.13,-0.51,1.58,0,14.19,6.300000000000001,0.7,3.33,20.98
b,a,c,d,b,-0.29,0.4,-1.71,-0.77,0.77,-0.08,0.72,0.76,-1.05,0.5,0.35,1.44,0.04,0.06,0.99,0,9.66,9.760000000000002,0.69,3.23,31.52
e,e,b,b,e,0.2,-0.25,-0.38,0.57,-0.3,-0.43,-1.01,-0.2,-0.01,-0.18,0.25,-1.4,0.58,-0.12,-0.32,0,6.42,6.19,0.36,1.56,9.66
c,d,e,d,d,-0.15,0.05,0.11,-0.65,-1.4,0.19,1.28,0.03,0.59,-0.31,-0.3,-1.99,0.25,0.65,-0.36,0,4.45,6.040000000000001,0.54,2.17,13.11
e,e,c,d,a,-1.34,0.03,1.4,2.48,0.08,0.36,0.0,0.07,2.72,0.47,-1.24,-0.01,0.09,1.99,-0.5,1,16.32,24.5,0.91,1.1,26.95
e,a,d,e,d,0.65,-1.14,0.11,0.1,1.57,-0.54,1.06,0.31,1.01,1.11,1.4,-2.51,0.68,0.2,0.46,1,14.79,22.740000000000002,0.73,1.37,31.15
a,d,a,d,a,1.25,0.15,0.42,-0.42,-0.73,0.82,-1.05,1.89,1.52,-0.66,0.35,3.35,-0.12,0.91,0.4,1,13.65,27.540000000000003,0.95,1.05,28.92
e,c,e,c,e,0.38,0.83,-0.63,-0.07,0.11,-0.24,0.05,-0.57,0.44,-1.3,-0.44,-0.49,0.21,0.4,1.94,1,8.62,15.690000000000001,0.8,1.25,19.61
a,a,c,c,c,1.32,0.51,0.78,-0.22,-0.63,-1.05,-0.12,0.72,-0.09,0.27,-0.3,2.3,-1.28,-1.33,-0.88,1,8.49,17.23,0.89,1.12,19.3
c,a,b,c,b,1.13,0.2,-0.48,1.09,-1.85,1.41,-0.33,-0.07,0.24,0.29,0.13,0.94,2.18,0.58,1.17,1,16.25,27.28,0.8,1.25,34.1
d,d,a,e,d,0.09,-1.73,-0.48,-1.22,-1.6,1.89,-0.5,0.92,0.71,-1.89,1.09,-0.55,0.05,0.23,0.77,0,10.03,6.1000000000000005,0.79,4.76,29.04
e,d,a,c,b,0.5,0.85,0.36,-0.51,0.62,-0.95,-1.01,-1.11,0.64,0.85,-0.44,0.35,0.0,1.64,-0.39,0,11.36,7.15,0.72,3.57,25.53
e,a,a,c,c,-0.4,0.28,-0.83,1.7,0.31,0.51,0.33,0.41,-1.84,-1.12,0.07,0.83,-2.21,-2.08,0.53,1,11.73,17.21,0.65,1.54,26.5
e,d,c,a,e,0.65,-0.91,1.14,0.07,-0.35,0.39,0.61,-1.51,-1.06,1.57,0.64,1.77,-0.57,1.44,-0.89,1,10.16,17.52,0.56,1.79,31.36
d,d,d,e,b,1.24,0.45,0.2,-0.13,0.03,0.34,0.14,0.33,1.04,-1.38,0.74,-2.03,-1.57,-0.89,-0.27,1,8.31,14.080000000000002,0.63,1.59,22.39
c,a,b,d,a,-0.91,0.66,-1.18,0.77,0.6,-0.29,-0.52,-1.3,-1.18,-1.16,-1.26,0.44,0.24,-0.83,-0.7,0,5.57,5.5,0.36,1.56,8.58
b,d,a,c,e,-1.9,0.05,-1.32,-0.92,1.29,-0.32,0.76,-0.28,0.86,-2.59,-0.22,-1.83,-1.72,-0.13,-1.54,1,7.54,9.39,0.29,3.45,32.4
b,e,e,b,b,0.39,-1.06,-0.29,0.91,-1.54,-0.46,-0.13,0.86,-0.25,0.15,0.84,-0.16,-1.15,-0.84,-1.59,1,7.58,14.650000000000002,0.71,1.41,20.66
d,c,e,e,d,-1.85,1.05,0.07,-3.11,-1.89,1.19,-0.94,0.17,2.48,-0.3,0.53,0.2,0.99,-0.16,-1.13,1,14.67,22.87,0.82,1.22,27.9
c,e,d,b,d,-1.07,-0.61,-0.04,-1.52,-0.13,-0.91,0.1,0.93,0.94,-0.62,0.08,0.56,-0.73,1.09,1.8,1,10.91,18.63,0.63,1.59,29.62
e,c,b,a,d,-0.13,-0.95,1.24,1.32,-0.05,0.03,-1.69,1.58,0.68,-0.57,1.14,0.8,0.75,0.21,1.42,0,13.61,12.33,0.82,5.56,68.55
c,b,b,a,a,0.18,0.08,-0.0,0.17,-0.35,-2.25,0.7,0.31,-0.34,-0.32,0.23,-1.32,0.16,0.54,-0.36,0,6.07,5.5200000000000005,0.64,2.78,15.35
b,e,a,d,b,-1.44,1.14,0.52,-0.02,-0.34,0.51,0.43,-1.25,1.98,-1.23,-0.86,0.57,-2.39,-1.15,-0.58,1,12.87,18.23,0.43,2.33,42.48
b,a,d,d,a,-0.41,0.22,-0.29,1.4,1.16,0.1,-0.19,-0.05,-1.75,1.05,0.29,-1.26,0.89,-0.62,-0.55,0,12.42,5.37,0.37,1.59,8.54
d,a,d,e,d,-0.19,0.73,-0.87,0.57,-0.74,-0.18,0.57,-2.01,-0.32,-0.42,0.49,0.13,0.85,0.24,-0.52,0,7.51,5.92,0.51,2.04,12.08
b,e,b,b,b,1.17,-1.95,1.12,-0.89,-0.53,0.04,-0.28,-2.7,0.32,-1.92,0.01,0.71,-0.11,2.82,0.97,1,8.59,14.690000000000001,0.53,1.89,27.76
c,e,b,a,d,0.38,1.14,1.38,-0.51,1.16,-1.25,1.35,-0.25,1.13,-0.38,-1.31,0.06,-0.34,-0.81,0.45,1,11.26,19.16,0.84,1.19,22.8
d,b,b,e,d,-1.66,0.16,0.12,0.06,-0.72,-1.18,0.54,0.6,-0.13,0.97,0.45,-1.1,-1.77,0.21,0.35,0,7.15,4.930000000000001,0.24,1.32,6.51
c,d,d,b,c,-0.71,-1.26,1.34,-1.58,-0.62,-0.57,-0.2,-1.02,0.88,0.85,1.15,-2.27,2.76,0.32,-0.37,1,15.24,20.63,0.79,1.27,26.2
a,b,c,b,e,-0.26,-1.02,-0.03,-0.18,-1.39,-1.41,0.47,-0.81,-1.59,1.0,1.94,0.42,0.26,-0.22,-0.44,0,10.03,5.640000000000001,0.61,2.56,14.44
b,e,c,a,c,1.12,1.82,-1.75,-0.9,-0.98,-1.15,0.66,-1.17,0.69,-0.31,1.37,-0.09,0.42,1.76,-0.21,0,11.32,8.99,0.86,7.14,64.19
e,a,a,d,a,0.47,-0.11,-0.51,1.13,-0.11,-1.21,-0.4,0.81,-0.42,-0.6,-0.34,0.49,0.73,0.5,-0.84,0,8.37,8.66,0.57,2.33,20.18
c,e,b,d,c,0.33,1.16,0.14,-0.39,0.7,-1.33,-0.3,0.34,-1.98,0.18,-1.11,-1.2,1.67,0.48,2.07,1,13.03,22.060000000000002,0.61,1.64,36.18
a,a,e,e,e,0.43,-1.9,-0.92,-1.02,-0.25,-0.36,1.34,1.79,0.05,0.23,-0.83,-0.23,0.45,0.53,-0.06,1,5.4,13.170000000000002,0.73,1.37,18.04
b,b,c,c,e,-0.36,-1.09,0.7,-1.5,-0.4,-0.32,-0.52,0.7,-0.1,-1.36,-0.69,0.04,0.96,0.37,-0.99,0,5.59,5.92,0.44,1.79,10.6
b,c,d,c,a,-0.31,-0.95,-3.28,1.72,0.27,0.61,2.15,1.12,0.24,-0.41,-0.86,-0.55,-0.11,-0.18,0.51,0,10.01,5.36,0.36,1.56,8.36
b,d,d,c,e,-0.45,-0.15,0.31,0.08,-0.71,0.59,-0.08,-0.09,0.84,1.28,-0.79,1.12,0.83,-1.21,-0.13,0,11.1,8.3,0.78,4.55,37.76
a,c,c,c,e,1.49,0.64,2.0,0.39,-0.31,0.74,0.71,0.61,0.21,2.54,-1.33,0.97,-0.02,-0.08,-0.49,1,14.24,23.69,0.97,1.03,24.4
d,d,c,d,c,2.43,0.18,0.36,1.1,-0.76,0.28,-1.18,1.19,0.29,1.13,0.55,0.36,-1.25,0.43,-1.35,0,9.28,9.4,0.79,4.76,44.74
d,b,d,e,d,-1.08,1.2,-0.16,-0.24,0.7,-0.13,0.67,-1.27,-0.69,0.58,-0.73,-0.83,-0.5,-0.3,-1.51,0,8.61,3.0000000000000004,0.63,2.7,8.1
a,b,c,d,b,-1.54,2.18,-2.59,-0.78,-0.96,0.04,-0.21,-0.1,1.5,2.54,0.61,1.61,0.02,0.64,-2.08,1,18.13,25.450000000000003,0.71,1.41,35.88
e,d,c,c,d,0.32,0.05,-0.3,0.41,-1.68,-1.8,-0.5,-0.68,1.48,-0.15,0.14,-0.81,-0.24,-0.38,-0.91,1,7.01,11.9,0.5,2.0,23.8
d,c,c,b,e,0.87,0.5,0.66,0.17,-1.83,0.05,-0.16,0.24,-0.94,-0.54,-0.72,0.85,2.12,-1.12,0.17,0,11.54,9.49,0.72,3.57,33.88
d,d,d,e,b,0.82,1.65,1.14,-0.78,0.13,-0.63,-0.63,1.0,1.86,-0.33,0.5,-0.6,1.1,-1.49,0.55,1,13.62,24.6,0.92,1.09,26.81
b,a,c,a,d,-0.74,-0.34,-0.18,0.53,0.05,1.97,-0.59,-1.08,-0.4,0.0,0.16,-0.01,1.2,-0.63,2.22,0,11.64,6.95,0.63,2.7,18.76
e,b,e,a,a,0.07,-0.51,0.98,-1.0,0.05,1.29,-0.67,-0.3,0.21,1.24,0.21,-0.13,0.3,-0.88,-0.24,0,10.83,5.970000000000001,0.78,4.55,27.16
c,d,b,a,d,-1.26,1.23,2.42,-0.6,-0.1,0.48,-0.21,-0.25,1.59,0.85,-1.98,1.18,0.14,0.34,-2.01,1,11.98,19.490000000000002,0.89,1.12,21.83
e,b,d,b,b,-0.74,1.42,0.12,-0.42,0.67,0.06,0.11,2.06,0.75,1.45,-0.32,0.69,-0.78,0.57,-0.8,1,15.04,25.44,0.84,1.19,30.27
c,b,b,b,a,-2.15,-1.38,-1.32,-0.16,0.18,0.95,1.1,1.54,-0.77,0.08,-1.06,0.14,0.09,-1.12,-0.19,0,7.25,5.390000000000001,0.53,2.13,11.48
a,c,b,d,d,-1.31,1.25,0.89,1.58,-0.46,-2.28,-0.85,0.98,-1.36,0.68,-0.93,-0.29,-0.49,-0.28,-0.24,0,10.31,7.36,0.35,1.54,11.33
a,b,c,d,c,-0.58,0.16,0.3,-0.62,1.08,-0.34,0.2,2.04,1.03,-1.92,1.32,-1.46,-0.47,-1.34,0.66,1,11.79,20.66,0.77,1.3,26.86
b,b,b,d,b,0.2,0.51,0.17,0.57,1.03,-1.37,-2.11,0.53,-0.01,0.41,0.16,-0.2,-0.07,-1.16,0.13,1,8.24,17.740000000000002,0.55,1.82,32.29
d,a,d,d,a,0.39,1.15,-1.85,-1.42,0.25,-1.22,0.48,-0.15,-0.71,0.13,1.97,-1.15,-0.01,1.74,1.68,1,7.89,15.73,0.71,1.41,22.18
a,e,e,a,e,-0.18,-1.54,1.27,-1.45,-0.2,0.04,0.23,0.6,-0.22,-0.73,-0.25,0.46,0.82,-0.14,0.34,1,6.55,13.05,0.42,2.38,31.06
b,c,d,a,c,-0.43,-1.25,0.54,0.57,0.01,-2.35,-2.32,0.35,-0.57,-1.77,0.94,1.33,0.07,-0.23,-1.93,1,9.28,15.79,0.6,1.67,26.37
a,a,b,d,d,0.97,-1.68,-1.48,-0.61,-0.48,1.26,-1.83,0.62,1.47,0.91,0.71,0.31,-0.54,-0.11,-0.85,0,10.01,7.040000000000001,0.58,2.38,16.76
d,c,a,d,a,0.63,0.04,-0.16,-0.91,0.24,0.07,0.95,-0.54,0.96,2.21,0.29,1.33,1.31,-1.7,1.12,1,17.36,28.46,0.83,1.2,34.15
b,c,c,a,c,-0.75,-0.03,1.0,-0.21,-1.23,1.34,1.5,-1.98,-0.52,1.19,0.61,0.64,0.5,-0.45,-0.22,1,12.9,19.64,0.81,1.23,24.16
a,c,d,b,d,-0.37,-0.59,0.44,-1.26,-0.43,-1.04,0.56,1.11,-0.71,-0.96,-0.62,0.37,0.48,-0.78,-0.57,0,6.83,5.98,0.5,2.0,11.96
c,a,b,a,c,0.19,-0.83,0.15,1.08,0.41,-1.99,1.13,-0.59,1.75,0.44,-0.57,-0.93,-0.23,0.58,-0.8,1,10.21,16.93,0.48,2.08,35.21
d,d,c,c,c,-1.63,-0.94,-0.37,0.35,0.01,-0.35,-1.56,0.33,0.25,0.73,0.58,-3.82,0.6,3.16,1.39,1,10.4,15.41,0.35,2.86,44.07
d,b,e,d,c,-0.32,1.59,-0.56,0.37,0.66,0.38,1.27,-1.31,0.9,-0.65,0.25,0.54,0.9,-1.19,0.8,1,13.53,23.44,0.9,1.11,26.02
b,a,d,d,b,0.63,-0.57,0.61,0.37,-0.73,-1.85,1.1,0.07,0.58,0.38,0.81,-1.01,1.24,-1.41,1.14,1,10.16,18.16,0.42,2.38,43.22
c,d,d,d,d,-1.13,-1.29,0.42,-1.14,-0.17,0.69,-1.04,-0.68,-0.41,0.94,2.19,-0.06,0.14,-0.88,-0.02,0,7.53,5.0200000000000005,0.63,2.7,13.55
a,a,a,b,c,1.74,0.35,0.51,-0.64,-0.87,-0.9,-1.88,-0.03,-0.12,-0.53,-1.46,-1.45,0.13,-0.89,0.19,0,7.01,5.630000000000001,0.43,1.75,9.85
e,d,e,b,b,-1.5,0.35,0.75,-1.15,-1.11,0.66,-1.72,-0.08,-0.12,-0.64,1.22,-1.4,0.59,1.21,-1.36,0,9.41,4.5,0.56,2.27,10.22
e,e,b,b,a,-0.5,-0.68,1.24,0.35,-0.83,0.16,1.24,1.37,-0.48,0.37,-0.65,-0.81,2.12,-0.07,-2.18,1,12.62,18.92,0.73,1.37,25.92
b,b,c,a,b,0.22,-0.09,0.54,-0.17,0.68,0.1,-1.85,0.15,0.13,-0.73,0.81,0.35,1.63,-0.58,-0.84,1,12.27,22.62,0.59,1.69,38.23
c,e,b,d,a,0.33,-1.44,-0.5,-0.72,-0.67,-0.67,0.74,-1.09,2.0,-1.32,0.26,-0.35,-1.2,1.19,-0.26,0,8.47,5.04,0.4,1.67,8.42
d,c,b,e,a,-0.71,0.68,-1.35,0.4,-0.23,-0.31,1.35,-1.47,0.43,-0.21,-1.27,1.92,0.32,-1.71,0.01,0,10.71,7.800000000000001,0.55,2.22,17.32
e,a,c,c,d,0.49,-1.17,1.13,-0.96,-0.79,-1.01,-1.42,0.93,-2.06,0.56,-0.07,-1.23,0.89,0.44,-0.07,1,7.67,13.29,0.61,1.64,21.8
d,a,d,a,c,-2.18,0.47,-0.3,-0.9,1.08,1.78,0.66,1.54,0.17,-0.26,-1.58,-0.23,1.53,-0.71,0.22,0,13.97,6.42,0.75,4.0,25.68
e,b,e,a,d,-0.43,-0.65,0.99,-0.7,1.99,2.02,-1.49,-1.43,0.24,-0.5,-1.97,-0.27,0.85,0.65,0.69,1,16.15,21.610000000000003,0.6,1.67,36.09
a,d,a,d,c,-1.15,-0.15,0.18,0.18,-1.99,0.3,1.1,0.81,-0.69,-0.81,-0.35,0.87,-0.32,0.21,0.13,1,7.48,13.98,0.71,1.41,19.71
a,a,e,b,d,0.11,-0.03,0.43,-0.98,-0.05,-0.47,-1.26,1.2,0.04,-1.24,-0.74,2.39,0.21,1.67,-1.94,0,8.5,9.81,0.73,3.7,36.3
e,d,b,b,d,-1.68,0.81,0.44,-0.46,-0.65,-1.28,0.7,-0.52,1.47,-0.26,-0.3,-0.68,0.08,-0.09,2.28,1,10.54,17.45,0.69,1.45,25.3
b,a,c,c,d,-1.47,-1.08,0.39,-1.27,0.38,-1.5,0.68,-1.61,-0.44,0.38,-0.08,1.06,0.62,-1.3,0.2,0,8.0,4.0600000000000005,0.21,1.27,5.16
d,c,c,e,a,-1.88,-0.02,-0.51,2.72,0.13,0.34,-0.32,0.54,-0.04,1.71,-1.27,-0.18,-0.06,0.89,0.48,1,14.09,20.85,0.89,1.12,23.35
