X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,t,TE,y,e,wt,v
d,a,1.38,-0.46,0.98,0.5,-1.48,0.29,0.36,0.39,0,6.44,6.18,0.77,4.35,26.88
a,a,0.16,-1.04,-1.11,-0.39,0.82,-0.52,1.84,0.17,0,3.17,6.32,0.51,2.04,12.89
a,a,0.13,-0.53,-0.88,0.06,-1.58,-0.33,-0.2,0.47,0,1.59,3.1100000000000003,0.24,1.32,4.11
e,e,1.48,0.34,0.53,-0.01,0.53,-0.56,1.1,-1.35,0,7.51,8.120000000000001,0.76,4.17,33.86
e,c,0.7,-3.17,1.35,-0.35,-0.06,0.18,-0.39,-1.62,0,5.34,3.64,0.41,1.69,6.15
e,b,-2.7,-0.47,-1.02,0.45,-0.17,-0.89,0.07,1.91,0,5.63,4.61,0.43,1.75,8.07
c,c,1.0,-0.03,1.74,0.98,0.43,0.92,-1.4,1.57,1,10.12,18.009999999999998,0.87,1.15,20.71
e,b,-0.19,0.54,-0.97,-1.57,-1.38,-0.79,-0.14,0.52,0,4.48,2.6399999999999997,0.15,1.18,3.12
c,d,0.93,-0.42,0.18,0.93,0.55,-0.43,-1.01,-0.27,1,6.28,12.32,0.73,1.37,16.88
d,a,-1.38,-0.55,0.1,-0.45,-0.86,-0.12,2.04,-2.01,0,2.33,5.1899999999999995,0.22,1.28,6.64
c,a,-0.46,-1.84,0.86,-0.61,-0.79,1.54,0.63,-0.04,1,3.48,9.11,0.61,1.64,14.94
b,c,0.54,1.55,-0.2,-0.69,1.24,0.83,0.93,3.11,1,11.82,20.78,0.97,1.03,21.4
a,d,0.55,0.25,0.59,0.82,0.36,0.19,-0.92,-1.05,1,6.99,12.440000000000001,0.9,1.11,13.81
b,b,2.32,0.67,-0.66,0.65,1.13,-0.57,-2.24,1.13,1,11.53,18.71,0.96,1.04,19.46
b,d,0.07,0.51,-0.03,0.11,1.37,0.8,1.74,-0.26,1,7.74,17.92,0.86,1.16,20.79
b,c,1.52,0.44,-1.01,0.75,0.71,0.88,-1.18,-2.25,1,7.34,14.13,0.9,1.11,15.68
e,b,0.05,-1.04,1.39,-0.49,-0.37,-0.14,-1.4,1.86,0,6.39,4.14,0.39,1.64,6.79
e,e,-0.81,0.49,0.54,-0.93,1.4,-0.98,0.3,2.64,1,10.72,16.04,0.85,1.18,18.93
e,c,-0.41,0.81,0.57,-0.85,1.96,0.22,1.66,-1.03,1,8.16,15.79,0.65,1.54,24.32
b,d,0.76,1.08,1.35,-1.81,-0.83,1.18,1.43,0.13,0,8.98,7.470000000000001,0.9,10.0,74.7
d,d,0.11,0.9,-0.87,2.6,-0.96,0.62,0.51,-1.09,1,4.99,12.81,0.85,1.18,15.12
c,d,1.64,0.37,-0.14,1.1,0.02,0.59,-0.08,0.52,1,8.01,16.71,0.82,1.22,20.39
b,b,-1.1,1.52,-0.05,0.65,-2.0,-1.55,0.19,0.67,0,4.87,3.51,0.2,1.25,4.39
a,e,0.53,0.3,1.49,0.21,-0.59,-0.4,-2.4,-0.55,1,5.82,9.440000000000001,0.44,2.27,21.43
e,d,-1.54,0.48,1.0,-1.01,0.05,0.07,0.64,-0.58,1,6.13,10.93,0.61,1.64,17.93
b,b,-0.27,0.39,1.32,-1.05,-1.85,-0.15,0.99,0.56,0,5.88,5.43,0.56,2.27,12.33
e,b,-1.06,0.74,0.5,0.52,-0.45,1.2,1.4,-1.72,1,5.6,14.04,0.49,2.04,28.64
b,b,-0.04,-0.8,-1.22,-1.58,0.78,-0.58,-0.1,1.02,1,3.36,7.17,0.52,1.92,13.77
c,c,-1.4,-0.98,2.24,-0.97,-0.29,-1.01,0.84,-0.13,0,5.46,4.68,0.14,1.16,5.43
d,a,2.33,-0.1,1.5,-0.11,-1.23,-0.38,1.48,0.53,0,8.71,7.720000000000001,0.73,3.7,28.56
c,c,-0.23,-1.07,1.4,-0.52,0.39,-1.82,-0.25,-0.75,1,4.91,8.82,0.33,3.03,26.72
d,b,1.62,-0.28,-0.52,0.38,-0.19,-0.51,0.49,-1.04,1,5.0,12.1,0.45,2.22,26.86
a,a,-1.74,1.39,-0.96,-0.59,-0.29,-1.2,-0.55,0.63,0,5.68,3.35,0.65,2.86,9.58
c,e,0.85,-0.42,-0.95,-0.85,1.62,-1.67,0.55,0.0,1,5.64,11.620000000000001,0.74,1.35,15.69
d,a,-0.24,-0.61,0.28,-0.33,-0.76,-1.07,0.18,-1.07,0,1.8,3.5300000000000002,0.25,1.33,4.69
c,e,-0.14,-1.25,1.68,-1.4,0.34,-0.22,-1.05,1.41,1,7.12,12.0,0.49,2.04,24.48
e,e,-1.4,-0.15,0.39,0.52,-0.85,-0.63,1.11,-0.09,0,3.37,5.6,0.58,2.38,13.33
a,d,-0.6,-0.06,-0.36,-0.73,-1.65,0.4,-1.14,-0.12,0,2.94,2.29,0.4,1.67,3.82
d,a,0.02,-1.48,-1.59,1.2,-0.09,-0.67,-0.72,0.27,1,2.11,6.14,0.52,1.92,11.79
c,a,-1.43,0.5,0.11,-0.72,0.94,0.07,1.06,-0.61,1,4.15,10.690000000000001,0.78,1.28,13.68
e,d,1.35,-0.73,0.88,1.09,1.69,-0.69,-0.57,2.03,1,11.72,18.46,0.97,1.03,19.01
e,a,-0.57,0.59,1.02,0.91,0.27,0.78,0.05,2.09,1,7.96,15.48,0.91,1.1,17.03
e,c,-0.32,0.29,-0.48,-1.92,-1.61,-0.87,0.19,-0.52,0,3.31,1.75,0.23,1.3,2.28
a,d,-0.57,-0.43,-0.84,-1.26,-0.12,-1.07,-0.94,-0.94,1,3.21,6.03,0.38,2.63,15.86
e,a,-0.99,-0.59,0.49,0.73,0.46,-0.17,1.38,-0.75,1,2.94,9.75,0.52,1.92,18.72
e,e,-0.08,-1.14,0.08,1.85,2.16,1.36,0.98,1.35,1,8.91,18.560000000000002,0.87,1.15,21.34
e,b,-0.96,-0.3,0.4,-0.99,-0.27,0.62,0.22,0.08,1,3.02,8.35,0.46,2.17,18.12
a,b,1.18,0.65,0.63,-0.16,-1.66,-1.3,-0.17,0.29,0,6.66,4.63,0.61,2.56,11.85
e,e,0.12,-0.99,1.95,-1.05,1.12,-1.0,1.42,-2.27,1,8.11,14.35,0.72,1.39,19.95
a,c,-0.63,0.0,1.37,0.86,-0.59,1.7,-0.09,0.85,1,5.94,12.45,0.85,1.18,14.69
e,c,-0.4,0.14,-0.85,0.01,-1.05,1.26,-0.57,1.39,0,4.68,5.33,0.41,1.69,9.01
d,e,-0.94,1.12,-0.71,0.69,-0.2,0.17,0.67,-0.73,0,3.4,6.12,0.64,2.78,17.01
b,e,-2.11,1.16,-1.55,0.42,-0.42,-0.06,0.03,2.46,1,8.07,13.12,0.81,1.23,16.14
d,a,-1.06,0.34,-0.34,0.62,-0.32,0.75,-0.97,0.53,0,2.22,5.27,0.56,2.27,11.96
e,a,0.47,-0.94,0.7,-0.69,-0.53,-0.33,0.18,-0.31,0,4.14,5.8100000000000005,0.42,1.72,9.99
e,e,-0.71,0.09,0.35,0.23,0.76,-0.08,0.75,-0.03,1,4.42,10.79,0.8,1.25,13.49
e,a,1.67,0.13,-0.42,-0.15,0.78,0.0,0.08,1.74,1,8.8,16.14,0.96,1.04,16.79
c,b,-0.05,-0.74,1.03,0.21,-1.65,-1.13,-0.95,1.57,0,5.19,2.6399999999999997,0.14,1.16,3.06
c,c,-0.02,0.44,0.75,0.15,0.26,-0.13,-0.16,0.35,0,4.15,5.84,0.69,3.23,18.86
b,e,0.11,0.87,2.58,0.12,0.44,1.43,-1.72,-1.15,0,9.2,7.73,0.73,3.7,28.6
b,c,0.03,1.05,0.4,1.13,0.3,0.66,0.04,-1.11,0,6.39,7.470000000000001,0.78,4.55,33.99
e,e,0.57,-1.29,3.15,-0.49,1.52,-1.54,0.08,0.71,1,12.26,18.439999999999998,0.8,1.25,23.05
e,b,-0.72,-0.21,0.05,-0.48,1.88,1.23,1.54,-0.54,1,5.75,14.59,0.78,1.28,18.68
c,d,-0.05,0.64,0.46,-0.09,-1.07,0.34,0.47,-0.98,1,5.01,12.17,0.53,1.89,23.0
e,c,1.3,0.3,-0.21,-0.78,0.34,0.95,-1.45,0.03,1,6.35,11.36,0.79,1.27,14.43
b,e,0.88,1.46,-0.81,1.03,0.96,1.24,-0.13,0.14,1,9.29,18.95,0.94,1.06,20.09
a,d,-0.57,-0.78,-0.58,0.12,-0.91,1.35,0.75,1.23,1,6.28,12.77,0.63,1.59,20.3
b,e,-0.79,0.0,-0.1,0.3,0.37,-0.45,-0.25,-1.43,0,3.74,4.7,0.38,1.61,7.57
a,a,-1.94,0.47,1.4,-0.41,-2.19,-1.07,-1.41,0.27,1,5.71,7.18,0.24,4.17,29.94
e,b,0.73,-1.05,1.21,-0.38,-0.26,0.83,0.1,-0.05,1,6.99,14.32,0.65,1.54,22.05
d,e,-0.46,0.4,0.55,-0.55,0.33,1.47,-2.23,0.68,0,4.94,4.42,0.8,5.0,22.1
b,d,-0.81,-0.73,-0.44,0.87,-0.92,0.89,1.21,0.45,1,4.38,10.440000000000001,0.6,1.67,17.43
e,c,0.11,-1.03,-0.48,-0.09,0.25,0.74,-1.23,0.58,0,3.21,5.33,0.49,1.96,10.45
e,c,-0.16,0.69,0.22,-1.69,0.25,0.37,0.95,0.76,1,4.81,10.48,0.71,1.41,14.78
c,b,0.33,-0.98,0.58,0.58,-0.25,0.9,0.81,0.86,0,4.1,7.21,0.69,3.23,23.29
a,a,0.53,-0.13,1.2,-0.55,0.11,2.22,1.73,-0.83,1,5.79,14.97,0.82,1.22,18.26
e,a,-1.25,-0.51,1.43,-0.31,-0.41,-1.87,-1.39,-0.4,1,3.34,6.7,0.29,3.45,23.12
c,d,-0.59,1.88,-0.93,0.2,-1.17,-1.03,0.45,-0.59,0,5.58,5.24,0.45,1.82,9.54
c,b,-0.54,1.3,0.11,1.45,0.16,0.6,1.16,-0.44,1,4.25,12.86,0.74,1.35,17.36
c,d,-0.75,-0.51,-1.23,0.69,-0.8,1.32,1.29,0.37,1,4.93,11.7,0.47,2.13,24.92
a,a,0.94,-0.58,-0.12,-0.42,1.19,1.7,-1.03,0.42,1,7.51,15.55,0.75,1.33,20.68
d,c,-1.21,0.02,1.15,-2.07,-1.11,-0.3,0.53,-1.04,0,2.65,2.7800000000000002,0.1,1.11,3.09
c,a,-0.49,0.17,-1.48,-2.17,1.29,-0.99,1.74,-1.35,0,3.01,6.25,0.61,2.56,16.0
d,a,-0.89,0.35,0.74,-0.0,0.4,-0.93,0.44,-1.33,1,4.47,10.05,0.75,1.33,13.37
a,d,1.1,-0.02,1.22,-0.12,-1.15,1.9,0.46,0.65,1,8.58,16.53,0.62,1.61,26.61
a,b,0.14,-1.34,-1.59,1.26,-1.45,-1.28,-0.84,1.08,1,3.87,5.97,0.24,4.17,24.89
b,d,2.63,-0.58,0.8,0.06,-0.88,0.78,-0.81,-0.97,1,9.44,15.82,0.77,1.3,20.57
e,a,0.92,0.42,-0.13,-0.88,-1.26,1.17,-1.09,-0.25,0,4.56,5.84,0.72,3.57,20.85
d,b,-2.02,-0.62,0.06,1.16,1.65,-1.57,-0.91,-0.9,0,3.63,3.98,0.35,1.54,6.13
c,a,-1.13,-0.48,-0.9,2.26,0.95,0.58,0.83,-0.53,1,3.43,11.65,0.66,1.52,17.71
a,e,-1.03,1.05,-2.99,0.59,1.61,-1.6,-0.16,-0.41,0,7.22,3.73,0.63,2.7,10.07
b,c,-0.12,-1.58,-0.49,0.22,-0.07,-0.04,-1.12,0.75,0,3.78,4.35,0.4,1.67,7.26
a,b,1.2,-3.31,0.75,-2.0,-0.19,-0.63,2.0,1.56,0,6.85,4.94,0.16,1.19,5.88
c,a,-1.61,-0.79,2.03,-1.32,1.67,1.54,0.71,-1.13,1,7.64,15.82,0.67,1.49,23.57
c,b,-0.89,-0.98,-0.72,-0.48,-0.27,1.3,-0.38,-0.32,1,1.32,7.359999999999999,0.61,1.64,12.07
a,b,-0.6,-0.83,0.69,-0.48,0.38,0.07,0.33,-0.89,0,3.21,5.74,0.56,2.27,13.03
e,c,-0.91,0.12,0.71,-2.86,2.19,-0.61,0.54,0.89,1,7.71,11.71,0.74,1.35,15.81
b,b,1.42,0.96,-1.14,-0.02,-0.5,-1.09,0.5,0.21,1,6.99,12.120000000000001,0.83,1.2,14.54
d,d,1.35,1.52,-0.01,-0.01,1.2,-2.43,0.04,1.07,1,10.7,15.89,0.83,1.2,19.07
c,e,-0.94,-0.37,-0.14,0.59,-0.9,1.41,0.78,-0.97,0,3.14,7.18,0.38,1.61,11.56
d,e,0.89,0.53,-0.67,-0.71,-1.01,0.41,1.86,-0.74,0,4.28,5.66,0.41,1.69,9.57
d,e,0.6,0.75,-0.16,-0.1,-0.44,-0.28,-0.38,-0.24,1,4.96,10.469999999999999,0.82,1.22,12.77
b,e,-1.27,1.54,0.08,-1.47,0.61,-0.69,-0.87,-0.4,1,5.7,10.16,0.81,1.23,12.5
b,b,-0.65,0.66,0.93,0.62,1.35,-0.1,-2.58,-1.17,1,6.34,11.9,0.76,1.32,15.71
d,a,-0.42,0.08,-0.1,-0.42,-0.14,0.99,0.91,0.52,0,2.34,7.140000000000001,0.75,4.0,28.56
e,c,-0.84,0.78,0.68,1.17,1.26,0.97,0.08,-0.09,0,7.57,7.16,0.7,3.33,23.84
b,e,-1.42,0.08,-1.5,0.72,0.4,-0.68,0.3,0.62,1,4.78,9.99,0.59,1.69,16.88
e,e,0.1,0.62,-0.61,0.04,2.01,0.23,1.56,2.35,1,10.12,18.35,0.96,1.04,19.08
d,b,-0.92,1.69,-1.76,1.4,-0.71,-0.79,2.23,0.11,1,4.27,11.24,0.44,2.27,25.51
d,c,-0.14,-1.79,-1.13,0.03,0.73,1.77,-1.41,1.31,1,5.55,10.61,0.65,1.54,16.34
a,e,-1.19,0.65,-1.59,-1.24,-0.49,1.48,-0.89,-0.58,1,4.25,7.8100000000000005,0.43,2.33,18.2
b,c,-0.42,-0.82,0.07,0.04,0.03,0.34,-0.36,1.05,1,3.18,8.99,0.76,1.32,11.87
a,d,-0.52,1.91,-0.77,0.23,-0.93,0.13,-0.0,0.53,1,6.15,10.74,0.87,1.15,12.35
d,c,0.04,0.25,-2.5,-0.02,-0.39,0.87,-0.54,0.32,1,1.97,6.35,0.39,2.56,16.26
b,a,0.78,0.91,-0.17,-0.22,-0.21,-0.66,1.89,-2.61,1,5.54,13.93,0.6,1.67,23.26
d,d,0.62,-0.27,1.27,0.68,0.27,-0.06,0.36,1.98,1,8.21,15.33,0.77,1.3,19.93
e,c,-1.98,-0.55,-0.77,0.29,0.16,-0.09,0.56,-0.52,0,3.32,4.15,0.17,1.2,4.98
e,d,1.29,-0.84,1.28,-0.55,0.85,0.07,0.05,-0.93,1,9.53,16.54,0.64,1.56,25.8
d,e,1.39,-0.26,0.66,1.64,0.47,1.62,1.82,2.02,0,11.64,10.120000000000001,0.94,16.67,168.7
b,d,-0.16,0.44,-1.22,-0.03,0.03,-0.35,0.82,-0.9,1,3.69,9.16,0.81,1.23,11.27
b,e,-0.03,1.87,0.52,-0.25,0.99,0.19,0.72,-0.21,1,7.66,16.04,0.79,1.27,20.37
b,a,-0.4,-0.39,-0.76,-0.26,0.76,0.08,1.36,-2.13,0,2.18,6.76,0.53,2.13,14.4
b,c,1.09,0.62,-1.3,1.2,-0.66,0.69,-0.78,-1.27,1,4.87,10.01,0.82,1.22,12.21
d,a,-1.39,-2.53,0.33,0.84,-1.56,-0.48,1.08,-1.27,0,2.94,3.68,0.21,1.27,4.67
d,e,-0.41,1.29,0.2,-0.73,-1.65,1.12,1.44,-1.68,1,4.99,11.82,0.58,1.72,20.33
d,d,1.81,0.07,1.5,0.38,-0.39,0.56,-0.48,-0.88,0,8.36,8.11,0.65,2.86,23.19
e,b,-1.27,-0.48,1.95,1.13,-1.27,-2.12,0.3,1.16,0,6.47,3.25,0.14,1.16,3.77
e,c,0.25,1.1,-0.17,-0.1,0.8,-0.47,0.4,-1.6,1,6.24,12.33,0.87,1.15,14.18
b,b,1.02,-0.37,-1.22,0.06,-0.42,-0.26,1.57,-1.15,1,3.16,9.58,0.71,1.41,13.51
c,a,0.63,-0.77,0.24,1.11,0.04,-0.6,1.26,0.42,0,3.25,7.3,0.79,4.76,34.75
a,c,1.75,0.29,0.31,1.28,0.93,0.15,-0.45,0.05,1,7.24,14.12,0.87,1.15,16.24
b,e,1.19,-0.79,0.37,0.5,-0.89,1.17,-0.78,1.06,1,6.6,12.45,0.59,1.69,21.04
a,b,1.35,0.1,-0.61,0.6,1.07,0.53,-1.38,-2.02,0,6.77,7.37,0.62,2.63,19.38
d,e,1.87,-1.04,-1.19,-1.42,-0.29,-1.05,-1.59,0.26,1,4.88,8.59,0.69,1.45,12.46
e,d,-0.48,0.33,-1.41,0.6,0.77,0.48,-0.29,-0.49,1,5.16,11.969999999999999,0.77,1.3,15.56
e,a,0.8,-0.38,-2.17,-0.5,0.74,-1.72,-0.64,0.0,0,4.38,4.16,0.41,1.69,7.03
c,e,1.14,-0.07,-1.33,-1.5,0.08,0.61,-0.08,-0.09,1,4.81,10.43,0.81,1.23,12.83
b,a,1.78,-0.31,1.52,0.11,-0.86,1.07,-1.25,-0.23,1,8.85,14.92,0.91,1.1,16.41
a,a,-0.65,-0.12,-1.61,0.09,-0.69,0.29,0.09,1.8,1,5.22,9.690000000000001,0.77,1.3,12.6
d,b,0.98,-1.18,0.46,-0.29,-0.16,0.79,2.19,0.18,0,5.74,8.36,0.52,2.08,17.39
d,d,1.05,-0.59,-1.74,1.5,1.02,-0.51,-0.21,0.27,1,6.02,13.37,0.85,1.18,15.78
e,b,-2.14,-0.84,-0.85,0.8,1.58,0.06,-1.09,-0.51,0,4.68,4.98,0.55,2.22,11.06
d,b,-0.16,2.17,0.59,0.6,0.36,0.23,0.02,-1.82,1,6.79,15.19,0.84,1.19,18.08
d,e,-0.08,-0.24,1.24,-0.02,-0.66,0.01,-1.27,2.15,1,6.02,10.48,0.77,1.3,13.62
b,b,-0.59,-0.28,0.14,-0.75,-1.45,1.26,1.36,-2.06,0,2.81,5.53,0.26,1.35,7.47
a,b,-2.34,-0.01,0.82,0.17,0.51,0.92,-0.36,-1.11,1,4.64,9.91,0.64,1.56,15.46
b,a,2.71,-0.43,-0.72,1.2,1.85,0.66,0.72,2.12,1,12.23,22.0,0.98,1.02,22.44
d,c,1.2,0.52,-0.55,-1.01,-0.98,-0.09,-1.21,-0.64,1,5.05,9.23,0.49,2.04,18.83
a,c,2.02,-0.59,0.05,0.98,1.03,0.25,-1.19,0.27,0,7.59,5.33,0.72,3.57,19.03
e,c,1.2,0.72,1.11,1.52,-0.03,-1.2,-1.69,-0.18,0,8.04,5.07,0.77,4.35,22.05
a,c,-1.13,0.21,2.37,1.17,0.39,0.41,0.19,-0.45,1,8.02,15.0,0.51,1.96,29.4
b,a,-0.79,-0.29,0.19,2.26,0.82,-0.1,1.33,0.74,0,4.69,7.92,0.75,4.0,31.68
d,b,1.9,-1.22,0.77,1.54,-0.4,-0.04,2.15,-1.37,0,6.28,9.309999999999999,0.32,1.47,13.69
d,c,-0.54,-2.04,0.23,-0.06,0.06,-1.34,0.14,0.03,0,2.29,2.54,0.39,1.64,4.17
c,d,-0.07,0.25,0.11,-0.63,-0.38,-1.53,0.31,0.77,0,3.27,4.96,0.66,2.94,14.58
c,c,-0.15,0.16,-0.16,0.03,-1.41,1.1,-2.15,-0.91,0,1.77,2.95,0.39,1.64,4.84
d,d,1.12,0.98,-0.14,2.33,-0.9,0.45,-0.39,-0.52,0,7.44,7.71,0.9,10.0,77.1
a,e,0.43,1.08,-0.14,-0.92,1.57,-0.45,-1.05,-0.37,1,7.35,12.030000000000001,0.92,1.09,13.11
b,e,0.41,0.16,2.26,0.76,-0.6,-0.03,-3.1,0.92,1,8.52,13.54,0.72,1.39,18.82
b,d,-0.58,-0.71,-2.51,1.26,0.28,0.47,0.71,0.61,1,4.87,11.51,0.73,1.37,15.77
b,b,1.13,0.51,1.51,1.02,-1.43,1.66,0.31,-1.09,1,8.65,17.869999999999997,0.53,1.89,33.77
e,b,-0.27,1.5,-2.29,1.01,-1.65,-0.48,-0.69,0.04,0,5.69,4.71,0.53,2.13,10.03
b,a,-0.63,-0.47,0.73,-0.21,0.01,-0.77,0.18,0.17,1,3.64,9.07,0.72,1.39,12.61
d,a,-0.78,0.03,1.11,1.4,-2.88,-0.62,1.0,-0.6,1,2.88,8.620000000000001,0.21,4.76,41.03
d,e,-0.52,-0.35,-0.06,-0.54,-0.36,0.74,-1.66,-0.53,0,1.53,4.95,0.49,1.96,9.7
a,c,-0.38,0.95,1.01,0.23,-0.66,-0.42,-1.4,0.92,1,7.24,10.07,0.44,2.27,22.86
a,e,-0.99,1.16,1.61,-0.55,-0.07,0.62,-0.13,-0.77,1,6.56,12.27,0.78,1.28,15.71
a,d,-1.5,-0.27,-0.35,-0.04,0.09,1.19,0.21,0.01,0,2.98,6.99,0.56,2.27,15.87
e,c,-0.19,0.26,0.19,-1.45,0.91,0.3,0.01,-0.55,1,4.83,10.45,0.73,1.37,14.32
d,b,0.63,0.47,2.11,0.44,2.4,0.53,-1.01,0.8,1,11.36,19.54,0.96,1.04,20.32
d,d,-0.17,0.68,-0.61,0.9,0.09,1.49,-0.17,0.34,1,5.19,12.23,0.91,1.1,13.45
e,c,-0.59,-0.8,-0.06,-0.58,-0.28,-1.5,-0.31,-0.34,0,1.92,3.0700000000000003,0.27,1.37,4.21
c,b,-0.7,1.6,-0.49,-1.1,0.39,-1.16,-0.07,-0.65,1,4.29,9.99,0.47,2.13,21.28
a,c,-0.91,0.86,-0.52,-0.71,-1.07,0.11,1.18,0.29,0,4.15,4.57,0.54,2.17,9.92
a,a,0.05,0.88,1.08,-1.36,-0.25,0.89,-0.12,0.02,1,5.04,12.0,0.66,1.52,18.24
c,d,0.1,1.45,-2.06,0.39,0.92,0.65,-0.55,1.35,1,9.06,15.65,0.95,1.05,16.43
c,b,0.01,-0.29,-0.33,0.68,0.9,1.92,0.47,0.26,1,3.98,13.36,0.88,1.14,15.23
d,a,0.14,1.4,-2.28,0.66,0.76,-1.12,0.88,-2.05,1,5.71,12.5,0.86,1.16,14.5
b,e,-1.26,2.0,-2.34,0.47,0.88,0.12,0.31,0.03,1,6.46,13.7,0.86,1.16,15.89
a,d,0.29,0.92,-0.35,-2.84,0.97,-0.25,0.74,-0.88,1,6.31,11.18,0.8,1.25,13.98
a,e,-0.48,0.56,-2.29,-0.6,1.73,-1.06,0.11,0.59,1,7.14,12.370000000000001,0.76,1.32,16.33
e,e,0.15,-1.61,-1.58,1.27,1.19,-0.9,0.1,0.78,0,6.74,5.36,0.71,3.45,18.49
c,e,0.26,0.09,0.73,1.09,1.69,1.52,0.58,0.25,1,7.63,18.32,0.95,1.05,19.24
d,a,-0.23,-0.2,1.2,1.44,0.14,-1.2,1.53,0.07,0,4.4,7.5600000000000005,0.66,2.94,22.23
a,b,2.0,0.13,0.21,0.98,-2.09,0.13,-1.14,0.75,0,7.05,5.45,0.38,1.61,8.77
c,e,-1.26,-1.22,1.31,-0.79,-0.97,0.35,1.27,0.51,1,5.4,10.14,0.49,2.04,20.69
a,e,-0.68,0.58,1.84,1.43,0.14,-0.23,0.44,-0.03,1,6.4,13.53,0.54,1.85,25.03
e,a,-0.3,0.23,-0.51,-0.42,1.3,-0.06,-1.6,2.26,1,8.01,12.99,0.75,1.33,17.28
c,a,-0.46,-0.26,-0.38,-0.84,-0.28,-1.6,1.17,2.17,1,4.26,9.190000000000001,0.68,1.47,13.51
e,b,1.51,0.6,-0.51,1.48,-0.45,-1.13,-0.21,-0.72,1,6.39,11.54,0.81,1.23,14.19
a,b,-0.33,1.47,0.03,-1.55,0.14,-1.92,-0.7,-0.29,1,4.07,8.17,0.6,1.67,13.64
c,e,0.18,1.99,-0.02,-0.99,1.67,1.52,-1.84,0.87,1,11.05,19.15,0.97,1.03,19.72
d,a,0.77,0.37,1.21,1.56,0.63,0.55,0.5,-0.25,1,7.6,17.11,0.9,1.11,18.99
b,b,0.42,0.3,-0.76,0.58,0.22,-0.85,0.05,0.18,1,3.24,9.41,0.71,1.41,13.27
c,d,1.33,0.62,0.23,0.14,-0.24,-0.24,-0.77,0.17,1,6.3,11.68,0.84,1.19,13.9
e,a,1.11,0.28,0.15,-1.51,-1.28,0.65,0.34,-0.88,0,4.43,4.64,0.58,2.38,11.04
b,e,1.17,0.43,1.03,-0.39,1.56,0.22,0.37,1.17,1,10.32,19.53,0.97,1.03,20.12
b,b,0.42,-0.47,0.91,-1.82,-0.72,0.52,1.27,1.48,1,6.7,13.92,0.73,1.37,19.07
b,e,0.22,0.35,0.36,-0.97,-0.12,-1.0,-0.52,0.12,1,4.51,8.92,0.8,1.25,11.15
a,c,-0.15,0.11,-1.8,0.24,0.92,1.24,0.3,-1.26,1,4.34,11.0,0.7,1.43,15.73
b,c,-0.69,-0.47,0.18,0.39,-0.1,-0.49,-0.67,1.81,1,4.55,9.48,0.74,1.35,12.8
c,b,-2.4,-0.96,-0.12,0.75,-0.75,0.9,0.32,1.11,0,4.75,5.89,0.39,1.64,9.66
b,a,0.11,-0.4,0.73,0.77,1.2,-1.12,0.35,1.14,1,7.25,15.38,0.77,1.3,19.99
c,c,-1.26,0.54,0.65,0.99,0.58,1.74,-2.06,0.27,0,5.93,6.93,0.7,3.33,23.08
a,d,-0.44,0.38,-0.95,-0.26,0.7,-0.11,0.41,-0.11,1,5.56,11.33,0.63,1.59,18.01
c,e,0.48,-0.14,-0.8,-1.1,0.46,-0.68,0.3,0.55,1,4.25,8.39,0.8,1.25,10.49
a,d,1.55,0.77,0.21,-0.08,-0.52,0.04,0.15,0.08,1,6.84,13.33,0.78,1.28,17.06
b,e,0.7,0.78,2.19,-0.26,-0.06,0.71,-0.46,-1.03,1,8.72,16.59,0.92,1.09,18.08
a,a,1.18,0.35,0.13,-0.37,2.2,0.56,-0.14,0.11,1,9.36,17.43,0.98,1.02,17.78
e,b,1.55,-0.95,-1.28,0.67,1.53,-1.09,-0.89,1.2,1,8.21,13.26,0.82,1.22,16.18
c,e,-0.6,-0.84,-0.21,-0.24,-1.37,0.18,-0.43,-0.2,1,1.26,5.99,0.44,2.27,13.6
a,e,-0.28,-0.83,-0.11,-0.0,0.15,1.57,1.12,1.17,1,5.95,12.280000000000001,0.87,1.15,14.12
d,d,-0.73,0.54,0.09,0.33,-0.43,0.47,0.39,-0.82,1,4.47,11.33,0.72,1.39,15.75
b,b,-1.26,-0.82,0.43,-0.68,1.91,0.91,0.75,1.03,1,8.26,16.3,0.87,1.15,18.74
d,e,-0.38,-0.82,-1.02,-0.64,0.36,1.39,0.27,-0.62,0,2.81,6.14,0.35,1.54,9.46
b,b,-1.2,0.84,0.07,-0.62,-1.91,-0.15,0.94,0.85,1,3.96,8.48,0.35,2.86,24.25
d,d,-2.48,-0.56,-1.82,2.14,0.26,0.86,-0.39,-0.21,1,3.21,8.93,0.58,1.72,15.36
a,e,0.08,-0.03,-0.13,-1.79,-0.45,-0.15,-0.82,1.15,1,3.4,6.43,0.48,2.08,13.37
a,c,-1.13,-0.48,1.26,-0.69,-1.58,-0.44,0.84,1.22,1,6.26,9.32,0.2,5.0,46.6
e,a,0.75,0.45,-0.43,-1.18,-1.13,-0.88,1.97,-0.42,1,3.75,8.34,0.46,2.17,18.1
b,e,1.14,-0.25,0.23,-1.34,-0.13,0.68,0.97,0.26,0,5.82,6.529999999999999,0.75,4.0,26.12
b,a,-0.19,1.44,-0.88,0.36,0.08,-0.99,1.65,-1.14,1,5.08,13.06,0.62,1.61,21.03
d,b,-0.57,-0.15,-0.27,0.83,-0.26,0.69,0.1,-0.22,1,3.0,10.01,0.69,1.45,14.51
